t,trade_side,trade_px,mid_pre,mid_post,realized_spread,adverse_selection
44943,1,69.67651426363622,69.72651426363622,69.72879700690915,0.052282743272925813,-0.0022827432729286556
44946,1,69.67719220996592,69.72719220996592,69.73293915367199,0.05574694370606892,-0.005746943706071761
44947,-1,69.78293915367199,69.73293915367199,69.75203657991271,0.03090257375927763,0.01909742624071953
44951,-1,69.85363334701293,69.80363334701293,69.78385890448698,0.06977444252595433,-0.01977444252595717
44954,-1,69.8790212837682,69.8290212837682,69.85702930482489,0.021991978943304957,0.0280080210566922
44956,1,69.84943125554344,69.89943125554343,69.9158448726629,0.06641361711946558,-0.016413617119468427
44958,-1,69.9653922766782,69.9153922766782,69.91029077378768,0.055101502890522625,-0.005101502890525467
44962,-1,69.99408474222584,69.94408474222584,69.96840678512113,0.025677957104704774,0.024322042895292384
44967,-1,70.03790003192468,69.98790003192468,69.99702637328745,0.04087365863722425,0.009126341362772905
44987,1,70.14797052871293,70.19797052871293,70.16357121340135,0.015600684688422461,0.034399315311574696
44988,1,70.11357121340136,70.16357121340135,70.14031269873415,0.02674148533279208,0.023258514667205077
44997,-1,70.30975109448616,70.25975109448616,70.28108053980341,0.028670554682747706,0.02132944531724945
45004,-1,70.37712796708944,70.32712796708944,70.34207150931188,0.03505645777755717,0.014943542222439987
45006,1,70.2655184359707,70.3155184359707,70.30351002711247,0.037991591141761205,0.012008408858235953
45021,-1,70.51632898574584,70.46632898574585,70.49826599632078,0.01806298942506146,0.0319370105749357
45031,1,70.56492789466515,70.61492789466514,70.62296356990103,0.058035675235885265,-0.008035675235888107
45033,-1,70.67449152998685,70.62449152998686,70.64579866462657,0.02869286536028426,0.0213071346397129
45034,-1,70.69579866462657,70.64579866462657,70.68325006586039,0.012548598766173313,0.037451401233823844
45038,1,70.69544460611576,70.74544460611575,70.76416101666273,0.06871641054696909,-0.01871641054697193
45040,1,70.73449332628718,70.78449332628718,70.80160539681111,0.0671120705239332,-0.01711207052393604
45042,-1,70.8599463398544,70.8099463398544,70.820210094964,0.03973624489040617,0.010263755109590988
45050,1,70.86000938088114,70.91000938088114,70.889811398065,0.029802017183868657,0.0201979828161285
45053,-1,70.93777988010088,70.88777988010088,70.91074639152387,0.02703348857700405,0.022966511422993108
45055,1,70.83666942670143,70.88666942670143,70.86402178523275,0.027352358531317122,0.022647641468680035
45062,-1,71.10302183475541,71.05302183475541,71.07480749759948,0.028214337155930025,0.021785662844067133
45070,1,71.09347591406278,71.14347591406278,71.1206699215536,0.027194007490820127,0.02280599250917703
45071,-1,71.1706699215536,71.1206699215536,71.12075510563848,0.04991481591511615,8.518408488100704e-05
45072,1,71.07075510563848,71.12075510563848,71.09876028663143,0.028005180992948908,0.02199481900704825
45074,1,71.02722969817924,71.07722969817924,71.10487875433498,0.07764905615573525,-0.027649056155738094
45077,-1,71.15694782552454,71.10694782552454,71.14266354564118,0.014284279883355566,0.03571572011664159
45079,-1,71.19654766577975,71.14654766577975,71.15767554846279,0.03887211731695572,0.011127882683041435
45082,1,71.09559411621542,71.14559411621542,71.14904285014607,0.05344873393065086,-0.0034487339306537024
45087,1,71.16655560320106,71.21655560320106,71.19493777310394,0.028382169902883447,0.02161783009711371
45088,1,71.14493777310395,71.19493777310394,71.23297164171935,0.08803386861539764,-0.03803386861540048
45089,-1,71.28297164171934,71.23297164171935,71.20975626517767,0.07321537654166832,-0.023215376541671162
45098,-1,71.3312307059037,71.28123070590371,71.26758390385017,0.06364680205354034,-0.013646802053543183
45099,-1,71.31758390385016,71.26758390385017,71.30533488745083,0.01224901639933762,0.03775098360065954
45100,-1,71.35533488745082,71.30533488745083,71.3203723293454,0.034962558105419816,0.015037441894577341
45111,-1,71.50794165104233,71.45794165104233,71.47757294841091,0.030368702631420774,0.019631297368576384
45113,1,71.40716857233255,71.45716857233255,71.51768104639578,0.11051247406322773,-0.06051247406323057
45129,1,71.65908354256787,71.70908354256787,71.70564995755416,0.04656641498628744,0.003433585013709717
45132,-1,71.76808543026307,71.71808543026307,71.76334090668395,0.004744523579120141,0.04525547642087702
45136,1,71.74571876454827,71.79571876454827,71.79165787150633,0.04593910695805903,0.0040608930419381295
45137,1,71.74165787150633,71.79165787150633,71.79422784053502,0.052569969028681385,-0.002569969028684227
45140,1,71.73278685263446,71.78278685263446,71.80128124858311,0.06849439594864748,-0.018494395948650322
45141,-1,71.8512812485831,71.80128124858311,71.81539289268552,0.035888355897583324,0.014111644102413834
45143,-1,71.88434407692186,71.83434407692187,71.83957889186736,0.044765185054501444,0.005234814945495714
45144,-1,71.88957889186736,71.83957889186736,71.8412304149928,0.04834847687456545,0.0016515231254317086
45147,-1,71.91279393427476,71.86279393427476,71.8534713725844,0.059322561690365205,-0.009322561690368047
45154,1,71.89277092855217,71.94277092855216,71.94397566910267,0.05120474055050295,-0.0012047405505057895
45155,-1,71.99397566910267,71.94397566910267,71.95903601571048,0.03493965339218619,0.01506034660781097
45156,1,71.90903601571048,71.95903601571048,71.95425523978327,0.04521922407278112,0.004780775927216041
45157,-1,72.00425523978326,71.95425523978327,71.96932930273009,0.03492593705317404,0.015074062946823119
45158,-1,72.01932930273009,71.96932930273009,71.9795518431541,0.039777459575986995,0.010222540424010162
45159,1,71.9295518431541,71.9795518431541,71.94960889189805,0.020057048743950645,0.029942951256046513
45163,-1,71.95309115122892,71.90309115122892,71.92465349113695,0.028437660091967132,0.021562339908030026
45166,-1,71.9444536766694,71.8944536766694,71.89907493758732,0.04537873908208212,0.004621260917915038
45173,1,71.78440933237039,71.83440933237038,71.86387862221864,0.07946928984824808,-0.029469289848250924
45177,1,71.70990417100984,71.75990417100984,71.7453182169742,0.03541404596435882,0.014585954035638338
45178,-1,71.7953182169742,71.7453182169742,71.76314180541897,0.03217641155522699,0.017823588444770166
45181,1,71.70499375727098,71.75499375727098,71.76271003501861,0.05771627774763033,-0.007716277747633171
45184,1,71.72016557501996,71.77016557501996,71.7539167870774,0.033751212057438806,0.01624878794255835
45186,1,71.67824043529062,71.72824043529062,71.743650898033,0.06541046274237772,-0.01541046274238056
45189,1,71.69713317777521,71.74713317777521,71.75631998334958,0.05918680557437028,-0.009186805574373125
45192,-1,71.84088179518339,71.7908817951834,71.80418312933058,0.036698665852810564,0.013301334147186594
45193,1,71.75418312933058,71.80418312933058,71.80545275365189,0.051269624321307106,-0.0012696243213099478
45195,-1,71.84004043664828,71.79004043664828,71.78640587559427,0.05363456105401099,-0.0036345610540138296
45196,-1,71.83640587559427,71.78640587559427,71.78999302772151,0.04641284787275879,0.003587152127238369
45197,1,71.73999302772151,71.78999302772151,71.80994523785635,0.06995221013484354,-0.019952210134846382
45198,1,71.75994523785636,71.80994523785635,71.82401570442264,0.06407046656627813,-0.01407046656628097
45199,1,71.77401570442264,71.82401570442264,71.82040169733177,0.04638599290913703,0.0036140070908601274
45200,1,71.77040169733178,71.82040169733177,71.7932973316265,0.022895634294727074,0.027104365705270084
45202,1,71.77633856038624,71.82633856038623,71.83558827547543,0.05924971508919441,-0.009249715089197252
45203,1,71.78558827547543,71.83558827547543,71.80618202659852,0.020593751123087145,0.029406248876910013
45204,-1,71.85618202659852,71.80618202659852,71.80150427486355,0.054677751734971025,-0.004677751734973867
45205,-1,71.85150427486354,71.80150427486355,71.77747868628316,0.07402558858038333,-0.02402558858038617
45209,-1,71.81808202730835,71.76808202730835,71.76341238132362,0.05466964598473112,-0.004669645984733961
45211,1,71.73593490446989,71.78593490446988,71.78883534722323,0.052900442753340826,-0.0029004427533436683
45213,-1,71.84502094134488,71.79502094134489,71.81219263734152,0.032828304003359676,0.01717169599663748
45214,-1,71.86219263734152,71.81219263734152,71.82061620157664,0.041576435764881126,0.008423564235116032
45215,1,71.77061620157664,71.82061620157664,71.83150081873247,0.060884617155821275,-0.010884617155824117
45217,1,71.8122071268902,71.8622071268902,71.86228710519809,0.05007997830789179,-7.997830789463478e-05
45219,1,71.7966319252009,71.8466319252009,71.85811957415532,0.06148764895442582,-0.011487648954428664
45220,-1,71.90811957415532,71.85811957415532,71.84866210058554,0.05945747356977904,-0.009457473569781882
45223,-1,71.9395578864957,71.88955788649571,71.84822854182238,0.09132934467332632,-0.04132934467332916
45225,1,71.81053088805501,71.86053088805501,71.84971289924482,0.03918201118980846,0.010817988810188695
45226,-1,71.89971289924482,71.84971289924482,71.83350760445694,0.06620529478787773,-0.016205294787880575
45227,1,71.78350760445694,71.83350760445694,71.80976637019593,0.026258765738987222,0.023741234261009936
45229,-1,71.83563674465753,71.78563674465754,71.7693881193057,0.0662486253518324,-0.016248625351835244
45230,-1,71.8193881193057,71.7693881193057,71.81307665465182,0.006311464653876442,0.043688535346120716
45233,-1,71.88475560289753,71.83475560289753,71.84076972348572,0.04398587941180665,0.006014120588190508
45236,1,71.77255046622166,71.82255046622166,71.81882812111611,0.046277654894453235,0.0037223451055439227
45237,-1,71.86882812111611,71.81882812111611,71.81615359879584,0.05267452232027381,-0.002674522320276651
45238,-1,71.86615359879583,71.81615359879584,71.79601724865746,0.07013635013836961,-0.02013635013837245
45241,-1,71.84412656375265,71.79412656375266,71.77958222739818,0.06454433635447288,-0.014544336354475718
45244,-1,71.79151572390717,71.74151572390717,71.7369806144152,0.05453510949196527,-0.0045351094919681145
45245,1,71.6869806144152,71.7369806144152,71.72877604787934,0.04179543346413084,0.00820456653586632
45246,-1,71.77877604787933,71.72877604787934,71.74377558614978,0.03500046172955251,0.014999538270444646
45247,-1,71.79377558614978,71.74377558614978,71.74235527905886,0.051420307090921824,-0.0014203070909246662
45248,-1,71.79235527905885,71.74235527905886,71.75221412415279,0.040141154906066845,0.009858845093930313
45249,1,71.70221412415279,71.75221412415279,71.74830981521728,0.04609569106449385,0.003904308935503309
45252,-1,71.84220085011997,71.79220085011997,71.80208310601846,0.040117744101507924,0.009882255898489234
45253,1,71.75208310601846,71.80208310601846,71.80476916544434,0.05268605942588067,-0.0026860594258835135
45256,1,71.74330178796303,71.79330178796303,71.80331528683676,0.06001349887372953,-0.010013498873732374
45260,-1,71.81845824511161,71.76845824511162,71.75833412970418,0.06012411540743301,-0.010124115407435852
45261,1,71.70833412970418,71.75833412970418,71.7614071284737,0.05307299876952243,-0.0030729987695252703
45266,-1,71.78619518616016,71.73619518616016,71.74208229875109,0.04411288740907082,0.0058871125909263355
45267,-1,71.79208229875108,71.74208229875109,71.74360319416995,0.04847910458113347,0.001520895418863688
45269,-1,71.79442507005702,71.74442507005702,71.76006792069673,0.03435714936028944,0.015642850639707717
45270,-1,71.81006792069672,71.76006792069673,71.77386755536801,0.036200365328710404,0.013799634671286753
45272,-1,71.85128729801153,71.80128729801153,71.83449975065245,0.01678754735907262,0.03321245264092454
45277,1,71.7577944642848,71.8077944642848,71.79309626208807,0.03530179780327103,0.014698202196726129
45281,1,71.72354456577234,71.77354456577234,71.7689720880885,0.04542752231616021,0.004572477683836951
45282,-1,71.8189720880885,71.7689720880885,71.75781558048041,0.06115650760808933,-0.01115650760809217
45283,1,71.70781558048041,71.75781558048041,71.76274674167983,0.054931161199419876,-0.004931161199422718
45284,1,71.71274674167984,71.76274674167983,71.7739780602549,0.06123131857506792,-0.011231318575070759
45285,-1,71.8239780602549,71.7739780602549,71.77728792059287,0.04669013966203295,0.00330986033796421
